album_id,title,record_type,record_label,critic_score,user_score,released,genres,tags,artists
1325,M.P.G.,LP,Tamla,,71.0,1969-04-30,"['Soul', 'Chicago Soul', 'Funk']",['male vocals'],['Marvin Gaye']
1328,Trouble Man,LP,Tamla,80.0,73.0,1972-12-08,"['Soul', 'Film Soundtrack', 'Soul Jazz', 'Funk']","['mellow,  urban,  lush,  instrumental']",['Marvin Gaye']
1329,Let's Get It On,LP,Tamla,,78.0,1973-08-28,['Smooth Soul'],"['sexual,  romantic,  sensual,  passionate,  love,  warm,  male vocals,  melodic,  urban,  lush,  longing,  soft,  nocturnal,  mellow,  spring,  sentimental']",['Marvin Gaye']
1331,I Want You,LP,Tamla,80.0,76.0,1976-03-16,"['Smooth Soul', 'Funk']","['sexual,  love,  romantic,  sensual,  nocturnal,  passionate,  soothing,  longing,  lush,  sentimental,  male vocals,  atmospheric']",['Marvin Gaye']
1332,"Here, My Dear",LP,Tamla,84.0,76.0,1978-12-15,"['Smooth Soul', 'Funk']","['breakup,  passionate,  melodic,  warm,  angry,  lush,  male vocals,  bittersweet,  concept album,  introspective,  complex']",['Marvin Gaye']
1333,In Our Lifetime,LP,Tamla,80.0,70.0,2007-06-19,"['Soul', 'Funk', 'Psychedelic Soul']","['male vocals,  religious,  apocalyptic,  eclectic']",['Marvin Gaye']
1334,Midnight Love,LP,Columbia,80.0,67.0,1998-11-10,"['Smooth Soul', 'Pop Soul', 'Contemporary R&B', 'Synth Funk', 'Funk', 'Dance-Pop']","['love,  male vocals,  melodic,  romantic,  sexual,  passionate,  nocturnal,  energetic,  hedonistic,  longing,  lush,  hypnotic,  rhythmic,  playful,  party,  sensual,  urban,  atmospheric']",['Marvin Gaye']
1335,Dream of a Lifetime,LP,CBS,30.0,54.0,1985-05-21,['Soul'],['male vocals'],['Marvin Gaye']
1336,Romantically Yours,LP,Columbia,,53.0,1985-12-01,"['Smooth Soul', 'Standards']",['male vocals'],['Marvin Gaye']
1337,Vulnerable,LP,Motown,59.0,69.0,1997-03-25,"['Vocal Jazz', 'Soul']",['male vocals'],['Marvin Gaye']
1339,Prisoner of Love,LP,King,60.0,65.0,1963-09-01,"['Rhythm & Blues', 'Soul']",[],['James Brown']
1340,Showtime,LP,Smash,45.0,58.0,1964-04-01,"['Soul', 'Rhythm & Blues', 'Soul Jazz']",[],['James Brown']
1341,Grits and Soul,LP,Smash,55.0,67.0,1965-08-01,"['Rhythm & Blues', 'Soul', 'Hard Bop', 'Soul Jazz']",['instrumental'],['James Brown']
1348,Thinking About Little Willie John and a Few Nice Things,LP,King,75.0,70.0,1968-12-01,"['Soul', 'Rhythm & Blues']",[],['James Brown']
1350,James Brown Plays Nothing but Soul,LP,Polydor,76.0,73.0,1968-08-01,"['Soul', 'Rhythm & Blues', 'Soul Jazz']",['instrumental'],['James Brown']
1351,I Got the Feelin',LP,King,60.0,66.0,2003-10-01,"['Funk', 'Soul', 'Rhythm & Blues']",[],['James Brown']
1352,I Can't Stand Myself When You Touch Me,LP,King,,73.0,1968-03-01,"['Funk', 'Soul']","['repetitive,  male vocals,  energetic,  party,  sexual,  raw,  instrumental,  boastful,  rhythmic,  playful']",['James Brown']
1353,The Popcorn,LP,King,60.0,71.0,1969-08-01,"['Funk', 'Soul']","['instrumental,  rhythmic']",['James Brown']
1354,It's a Mother,LP,King,,74.0,1969-09-01,"['Funk', 'Soul']","['male vocals,  energetic,  rhythmic,  repetitive,  raw,  boastful']",['James Brown']
1356,Soul on Top,LP,King,74.0,72.0,2004-07-13,"['Soul', 'Rhythm & Blues', 'Funk', 'Vocal Jazz']",[],['James Brown']
1357,Hey America,LP,King,73.0,62.0,1970-12-01,"['Funk', 'Christmas Music']",[],['James Brown']
1359,Hot Pants,LP,Polydor,65.0,75.0,1993-03-23,"['Funk', 'Soul']","['improvisation,  rhythmic,  male vocals,  energetic,  warm,  hypnotic,  repetitive,  uplifting,  summer,  passionate,  happy']",['James Brown']
1360,There It Is,LP,Polydor,90.0,74.0,1972-06-09,"['Funk', 'Soul', 'Spoken Word']","['warm,  psychedelic,  drugs,  male vocals,  energetic']",['James Brown']
1361,Get on the Good Foot,LP,Polydor,75.0,73.0,1972-10-27,"['Funk', 'Soul', 'Rhythm & Blues']",[],['James Brown']
1362,The Payback,LP,Polydor,75.0,76.0,1992-09-22,"['Funk', 'Soul']","['male vocals,  repetitive,  passionate,  rhythmic,  aggressive,  hypnotic,  anthemic,  uplifting,  concept album,  urban,  raw,  improvisation,  angry,  boastful,  introspective,  warm,  longing,  epic,  psychedelic,  technical,  suspenseful']",['James Brown']
1363,Black Caesar,LP,Polydor,70.0,72.0,1992-09-22,"['Funk', 'Film Soundtrack', 'Soundtracks', 'Soul', 'Jazz-Funk']",[],['James Brown']
1364,Reality,LP,Polydor,40.0,68.0,1974-12-19,"['Funk', 'Soul']",[],['James Brown']
1365,Hell,LP,Polydor,85.0,74.0,1974-06-28,"['Funk', 'Soul']","['rhythmic,  male vocals,  passionate']",['James Brown']
1366,Sex Machine Today,LP,Polydor,20.0,62.0,2004-08-06,"['Funk', 'Disco']","['love,  male vocals,  passionate,  sexual,  rhythmic']",['James Brown']
1367,Get Up Offa That Thing,LP,Polydor,60.0,73.0,1976-08-01,"['Funk', 'Rhythm & Blues', 'Disco']",[],['James Brown']
1368,Bodyheat,LP,Polydor,40.0,64.0,1976-12-01,"['Funk', 'Soul', 'Disco', 'Rhythm & Blues']",[],['James Brown']
1370,Hot,LP,Polydor,60.0,60.0,1976-03-01,"['Funk', 'Rhythm & Blues', 'Soul']",[],['James Brown']
1373,The Original Disco Man,LP,Polydor,70.0,57.0,1979-08-01,"['Disco', 'Funk', 'Soul']",[],['James Brown']
1374,Take a Look at Those Cakes,LP,Polydor,55.0,59.0,2014-07-22,"['Funk', 'Disco']","['energetic,  male vocals']",['James Brown']
1375,People,LP,Polydor,50.0,53.0,1980-04-01,"['Funk', 'Disco', 'Soul']",[],['James Brown']
1376,Nonstop!,LP,Polydor,,60.0,1981-04-01,['Funk'],[],['James Brown']
1377,In the Jungle Groove,LP,Polydor,85.0,81.0,1992-09-02,"['Funk', 'Soul']","['male vocals,  energetic,  passionate,  rhythmic']",['James Brown']
1378,Gravity,LP,Scotti Brothers,65.0,61.0,1998-09-01,"['Soul', 'Funk', 'Synth Funk']",[],['James Brown']
1379,I'm Real,LP,Scotti Brothers,,55.0,2015-03-24,"['Funk', 'New Jack Swing', 'Hip Hop']",[],['James Brown']
1380,Universal James,LP,Scotti Brothers,45.0,49.0,1993-03-09,"['Funk', 'Contemporary R&B', 'Hip Hop']",[],['James Brown']
1381,Sho Is Funky Down Here,LP,King,35.0,72.0,2019-04-26,"['Funk', 'Psychedelic Soul', 'Funk Rock', 'Psychedelic Rock']",[],['James Brown']
1384,Johnny Cash With His Hot and Blue Guitar!,LP,Get Back Records,90.0,76.0,1957-10-14,"['Rockabilly', 'Country', 'Country Gospel']","['male vocals,  rebellious,  crime,  rhythmic,  Christian,  love,  melodic,  pastoral,  longing,  warm,  raw,  breakup,  minimalistic,  playful']",['Johnny Cash']
1385,The Fabulous Johnny Cash,LP,Columbia,90.0,72.0,1958-11-03,"['Country', 'Rockabilly', 'Country Gospel', 'Traditional Country']","['rhythmic,  love,  melodic,  male vocals,  mellow,  warm,  pastoral,  rebellious']",['Johnny Cash']
1386,Sings: The Songs That Made Him Famous,LP,Sun,80.0,72.0,2015-07-24,['Country'],[],['Johnny Cash']
1387,Greatest!,LP,Sun,60.0,66.0,1959-01-12,"['Country', 'Rockabilly']",[],['Johnny Cash']
1388,Hymns by Johnny Cash,LP,Columbia,80.0,61.0,2002-03-19,['Country Gospel'],"['Christian,  male vocals']",['Johnny Cash']
1389,Songs of Our Soil,LP,Columbia,80.0,68.0,2002-03-19,"['Country', 'Nashville Sound']","['mellow,  melodic,  death,  pastoral,  male vocals']",['Johnny Cash']
1392,Ride This Train,LP,Columbia,90.0,63.0,2002-03-19,"['Cowboy', 'Country', 'Spoken Word']","['male vocals,  concept album']",['Johnny Cash']
1393,Hymns From the Heart,LP,Columbia,80.0,54.0,2012-04-03,"['Country Gospel', 'Nashville Sound']",[],['Johnny Cash']
1394,The Sound of Johnny Cash,LP,Columbia,70.0,68.0,1962-08-01,"['Country', 'Rockabilly']",[],['Johnny Cash']
1395,"Blood, Sweat and Tears",LP,Columbia,60.0,69.0,1963-02-01,"['Work Songs', 'Country', 'Traditional Country', 'Blues']","['rhythmic,  concept album,  melodic,  male vocals']",['Johnny Cash']
1396,The Christmas Spirit,LP,Columbia,70.0,53.0,1963-11-01,"['Christmas Music', 'Spoken Word', 'Hymns']","['melancholic,  holiday,  Christmas,  sentimental']",['Johnny Cash']
1398,I Walk the Line,LP,Columbia,90.0,73.0,2020-07-07,"['Country', 'Rockabilly']",['male vocals'],['Johnny Cash']
1399,Orange Blossom Special,LP,Columbia,80.0,74.0,2002-03-19,"['Country', 'Contemporary Folk']","['pastoral,  male vocals,  religious,  rhythmic,  love,  melodic,  mellow,  warm']",['Johnny Cash']
1401,Everybody Loves a Nut,LP,Columbia,70.0,60.0,1966-05-01,"['Country', 'Novelty', 'Contemporary Folk']",[],['Johnny Cash']
1402,Happiness Is You,LP,Columbia,50.0,59.0,1966-10-01,"['Country', 'Contemporary Folk']",[],['Johnny Cash']
1403,From Sea to Shining Sea,LP,Columbia,60.0,53.0,1968-01-01,"['Country', 'Spoken Word']","['concept album,  sentimental']",['Johnny Cash']
1405,The Holy Land,LP,Columbia,,52.0,1999-06-29,"['Country Gospel', 'Spoken Word', 'Field Recordings']","['Christian,  concept album,  religious,  male vocals,  history']",['Johnny Cash']
1406,"Hello, I'm Johnny Cash",LP,Columbia,80.0,72.0,1970-01-01,"['Country', 'Outlaw Country', 'Contemporary Folk', 'Country Gospel']",['male vocals'],['Johnny Cash']
1407,Man in Black,LP,Columbia,60.0,70.0,1971-05-01,"['Country', 'Country Gospel']","['Christian,  political,  longing,  religious,  melodic']",['Johnny Cash']
1408,A Thing Called Love,LP,Columbia,60.0,64.0,1972-04-01,"['Country', 'Country Pop']",[],['Johnny Cash']
1409,The Johnny Cash Family Christmas,LP,Columbia,70.0,46.0,1972-11-01,"['Christmas Music', 'Spoken Word', 'Country']",[],['Johnny Cash']
1410,Any Old Wind That Blows,LP,Columbia,40.0,64.0,1973-01-15,"['Country Pop', 'Country Gospel']",[],['Johnny Cash']
1411,The Gospel Road,LP,Columbia,70.0,51.0,1973-04-01,"['Country Gospel', 'Spoken Word', 'Film Soundtrack']",[],['Johnny Cash']
1412,Ragged Old Flag,LP,Columbia,60.0,63.0,1974-04-05,"['Country', 'Contemporary Folk']",[],['Johnny Cash']
1413,The Junkie and the Juicehead Minus Me,LP,Columbia,60.0,60.0,1974-01-01,['Country'],[],['Johnny Cash']
1416,John R. Cash,LP,Columbia,80.0,63.0,1975-03-01,"['Country Pop', 'Country']",[],['Johnny Cash']
1417,Look at Them Beans,LP,Columbia,40.0,61.0,2010-04-06,"['Country', 'Country Pop', 'Outlaw Country']",[],['Johnny Cash']
1419,The Last Gunfighter Ballad,LP,Columbia,40.0,58.0,1976-01-01,['Cowboy'],[],['Johnny Cash']
1420,The Rambler,LP,CBS,40.0,56.0,1977-01-01,"['Spoken Word', 'Country']",[],['Johnny Cash']
1421,I Would Like to See You Again,LP,Columbia,50.0,63.0,2000-06-06,['Country'],[],['Johnny Cash']
1422,Gone Girl,LP,Columbia,40.0,61.0,1978-12-01,['Country'],[],['Johnny Cash']
1423,Silver,LP,Columbia,30.0,65.0,1979-05-01,['Country'],['male vocals'],['Johnny Cash']
1424,Rockabilly Blues,LP,Columbia,,59.0,1980-10-01,"['Outlaw Country', 'Country', 'Rockabilly', 'Blues']",[],['Johnny Cash']
1425,Classic Christmas,LP,Columbia,,47.0,1980-01-01,['Christmas Music'],[],['Johnny Cash']
1426,The Baron,LP,Columbia,,61.0,1981-05-01,"['Country Pop', 'Country']",[],['Johnny Cash']
1427,The Adventures of Johnny Cash,LP,Columbia,,57.0,1982-09-01,"['Country', 'Country Gospel', 'Country Pop', 'Outlaw Country']",[],['Johnny Cash']
1428,Johnny 99,LP,Columbia,,68.0,1983-09-01,"['Outlaw Country', 'Rockabilly', 'Country Rock', 'Progressive Country']",[],['Johnny Cash']
1429,Rainbow,LP,Columbia,,55.0,1985-10-01,['Country Pop'],[],['Johnny Cash']
1431,Johnny Cash Is Coming to Town,LP,Mercury,80.0,62.0,1987-04-13,"['Country', 'Nashville Sound']",[],['Johnny Cash']
1432,Water From the Wells of Home,LP,Mercury,70.0,61.0,1988-05-01,['Country'],[],['Johnny Cash']
1433,Boom Chicka Boom,LP,Mercury,81.0,63.0,1990-02-01,['Country'],[],['Johnny Cash']
1434,The Mystery of Life,LP,Mercury,64.0,62.0,1991-03-01,['Country'],[],['Johnny Cash']
1435,American Recordings,LP,American,91.0,76.0,1994-04-26,"['Americana', 'Country', 'Contemporary Folk', 'Outlaw Country']","['acoustic,  male vocals,  religious,  mellow,  death,  introspective,  lonely,  dark,  sombre']",['Johnny Cash']
1436,Unearthed,LP,American,90.0,78.0,2003-11-25,"['Americana', 'Hymns', 'Rockabilly', 'Country Gospel', 'Contemporary Folk']","['introspective,  melancholic,  acoustic,  religious,  poetic,  pastoral,  male vocals']",['Johnny Cash']
1438,Out Among the Stars,LP,Legacy,70.0,66.0,2014-03-25,"['Country', 'Country Gospel']",[],['Johnny Cash']
1439,The Second Barbra Streisand Album,LP,Columbia,60.0,65.0,1963-08-01,"['Standards', 'Traditional Pop', 'Vocal Jazz', 'Show Tunes']",['female vocals'],['Barbra Streisand']
1440,The Third Album,LP,Columbia,55.0,68.0,1964-02-01,"['Standards', 'Traditional Pop', 'Show Tunes', 'Vocal Jazz']",['female vocals'],['Barbra Streisand']
1441,People,LP,Columbia,90.0,67.0,2002-04-08,"['Traditional Pop', 'Vocal Jazz', 'Standards', 'Show Tunes']",['female vocals'],['Barbra Streisand']
1442,My Name Is Barbra,LP,Columbia,60.0,61.0,1965-05-01,"['Traditional Pop', 'Standards', 'Show Tunes', 'Vocal Jazz']",['female vocals'],['Barbra Streisand']
1443,"My Name Is Barbra, Two...",LP,Columbia,60.0,63.0,1965-10-01,"['Traditional Pop', 'Standards', 'Show Tunes', 'Vocal Jazz']",['female vocals'],['Barbra Streisand']
1444,Color Me Barbra,LP,Columbia,60.0,60.0,1966-03-01,"['Traditional Pop', 'Chanson', 'Standards', 'Show Tunes', 'Vocal Jazz']","['romantic,  humorous,  female vocals']",['Barbra Streisand']
1446,A Christmas Album,LP,Columbia,90.0,65.0,2007-08-14,"['Christmas Music', 'Vocal Jazz']",['female vocals'],['Barbra Streisand']
1447,Simply Streisand,LP,Columbia,60.0,65.0,1967-10-01,"['Standards', 'Traditional Pop', 'Vocal Jazz', 'Show Tunes']",['female vocals'],['Barbra Streisand']
1448,What About Today?,LP,Columbia,40.0,62.0,1969-07-01,"['Traditional Pop', 'Standards', 'Baroque Pop']",[],['Barbra Streisand']
1449,Stoney End,LP,Columbia,90.0,68.0,1971-02-01,"['Pop', 'Pop Soul', 'Blue-Eyed Soul', 'Traditional Pop', 'Sunshine Pop']",['female vocals'],['Barbra Streisand']
1450,Barbra Joan Streisand,LP,Columbia,75.0,66.0,1971-08-01,"['Soft Rock', 'Vocal Jazz', 'Pop Soul', 'Traditional Pop']",['female vocals'],['Barbra Streisand']
1452,The Way We Were,LP,Columbia,60.0,64.0,2002-01-29,"['Adult Contemporary', 'Pop Soul']",['female vocals'],['Barbra Streisand']
1453,ButterFly,LP,Columbia,60.0,68.0,1974-10-01,"['Soft Rock', 'Adult Contemporary', 'Traditional Pop']",['female vocals'],['Barbra Streisand']
1454,Lazy Afternoon,LP,Columbia,60.0,66.0,1975-10-14,"['Soft Rock', 'Adult Contemporary']",['female vocals'],['Barbra Streisand']
1456,Streisand Superman,LP,CBS,60.0,40.0,1977-01-01,"['Pop', 'Soft Rock', 'Pop Soul', 'Adult Contemporary']","['female vocals,  romantic']",['Barbra Streisand']
1457,Songbird,LP,Columbia,60.0,63.0,1978-05-01,"['Adult Contemporary', 'Soft Rock']",['female vocals'],['Barbra Streisand']
1458,Wet,LP,Columbia,43.0,59.0,1979-10-01,"['Adult Contemporary', 'Traditional Pop', 'Disco']","['aquatic,  female vocals,  rain,  concept album']",['Barbra Streisand']
1459,Guilty,LP,Columbia,90.0,68.0,1980-09-19,"['Adult Contemporary', 'Pop', 'Yacht Rock', 'Disco']","['melodic,  female vocals,  love,  romantic,  longing']",['Barbra Streisand']
1460,Memories,LP,Columbia Records,60.0,70.0,1986-06-23,"['Adult Contemporary', 'Pop Soul']",['female vocals'],['Barbra Streisand']
1461,Yentl,LP,Columbia,60.0,65.0,1983-01-01,"['Film Soundtrack', 'Show Tunes', 'Traditional Pop', 'Adult Contemporary']",['female vocals'],['Barbra Streisand']
1462,Emotion,LP,Columbia,60.0,64.0,1984-10-04,"['Pop', 'Adult Contemporary', 'Dance-Pop']",['female vocals'],['Barbra Streisand']
1463,The Broadway Album,LP,Columbia,100.0,68.0,1985-11-04,"['Show Tunes', 'Traditional Pop', 'Standards', 'Vocal Jazz']",['female vocals'],['Barbra Streisand']
1464,Till I Loved You,LP,Columbia,60.0,61.0,1988-01-01,"['Adult Contemporary', 'Traditional Pop']",['female vocals'],['Barbra Streisand']
1465,Back to Broadway,LP,Columbia,60.0,67.0,1993-06-29,"['Show Tunes', 'Standards', 'Traditional Pop', 'Vocal Jazz']",[],['Barbra Streisand']
1466,Higher Ground,LP,Columbia,50.0,59.0,1997-11-11,"['Pop', 'Adult Contemporary', 'Gospel', 'Traditional Pop', 'Jewish Music']",['female vocals'],['Barbra Streisand']
1467,A Love Like Ours,LP,Columbia,50.0,59.0,1999-09-21,"['Pop', 'Adult Contemporary', 'Standards']",[],['Barbra Streisand']
1468,Christmas Memories,LP,Columbia Records,75.0,61.0,2001-10-30,"['Christmas Music', 'Traditional Pop']",[],['Barbra Streisand']
1469,The Movie Album,LP,Columbia,60.0,60.0,2003-10-14,"['Film Soundtrack', 'Traditional Pop', 'Vocal Jazz']",[],['Barbra Streisand']
1470,Guilty Pleasures,LP,Columbia,74.0,67.0,2005-09-20,['Adult Contemporary'],['female vocals'],['Barbra Streisand']
1471,Love Is the Answer,LP,Columbia,68.0,72.0,2009-09-01,"['Vocal Jazz', 'Standards', 'Traditional Pop']",['female vocals'],['Barbra Streisand']
1473,Partners,LP,Sony,38.0,56.0,2014-09-16,['Adult Contemporary'],[],['Barbra Streisand']
1474,Walls,LP,Columbia,80.0,53.0,2018-11-02,"['Adult Contemporary', 'Soft Rock', 'Baroque Pop']",['political'],['Barbra Streisand']
1475,Soul Sister,LP,Columbia,60.0,68.0,1966-08-01,"['Pop Soul', 'Soul', 'Traditional Pop', 'Vocal Jazz']",['female vocals'],['Aretha Franklin']
1477,I Never Loved a Man the Way I Love You,LP,Atlantic,97.0,78.0,1967-03-10,"['Deep Soul', 'Southern Soul', 'Rhythm & Blues']","['passionate,  female vocals,  love,  warm,  melodic,  uplifting,  mellow,  bittersweet,  longing,  romantic,  introspective,  melancholic']",['Aretha Franklin']
1478,Aretha Arrives,LP,Atlantic,60.0,73.0,1967-08-04,"['Southern Soul', 'Deep Soul', 'Rhythm & Blues']",['female vocals'],['Aretha Franklin']
1479,Aretha Now,LP,Atlantic,50.0,78.0,1968-06-14,"['Southern Soul', 'Rhythm & Blues']","['female vocals,  passionate,  uplifting,  warm,  love,  melodic,  summer,  rhythmic,  romantic,  longing,  lush,  energetic']",['Aretha Franklin']
1480,Soul '69,LP,Atlantic,80.0,71.0,1969-01-17,"['Southern Soul', 'Soul', 'Rhythm & Blues', 'Soul Jazz']","['female vocals,  energetic,  passionate']",['Aretha Franklin']
1482,Spirit in the Dark,LP,Atlantic,83.0,77.0,1970-08-24,"['Southern Soul', 'Deep Soul', 'Rhythm & Blues', 'Southern Gospel', 'Blues']","['female vocals,  passionate,  energetic,  bittersweet,  religious,  longing,  rhythmic']",['Aretha Franklin']
1483,"Young, Gifted and Black",LP,Atlantic,80.0,77.0,1972-01-24,"['Southern Soul', 'Deep Soul', 'Funk', 'Gospel']","['female vocals,  passionate,  warm,  mellow,  melodic,  rhythmic,  happy,  triumphant,  sentimental,  anthemic,  melancholic,  love,  bittersweet,  lush,  orchestral']",['Aretha Franklin']
1484,Let Me in Your Life,LP,Atlantic,60.0,70.0,1974-02-25,"['Smooth Soul', 'Soul']",['female vocals'],['Aretha Franklin']
1485,Sparkle,LP,Atlantic,67.0,67.0,1976-05-27,"['Chicago Soul', 'Smooth Soul', 'Film Soundtrack', 'Soul', 'Southern Soul']",['female vocals'],['Aretha Franklin']
1486,Aretha,LP,Arista,50.0,60.0,1980-10-20,"['Pop Soul', 'Smooth Soul', 'Funk', 'Disco']",['female vocals'],['Aretha Franklin']
1487,Love All the Hurt Away,LP,Arista,50.0,59.0,1981-09-13,"['Pop Soul', 'Funk', 'Disco', 'Smooth Soul']",['female vocals'],['Aretha Franklin']
1488,Jump to It,LP,Arista,60.0,65.0,1982-08-12,"['Smooth Soul', 'Pop Soul', 'Contemporary R&B', 'Boogie']",['female vocals'],['Aretha Franklin']
1489,Get It Right,LP,Arista,65.0,64.0,1983-07-08,"['Pop Soul', 'Funk', 'Disco', 'Contemporary R&B']",['female vocals'],['Aretha Franklin']
1490,Through the Storm,LP,Arista,50.0,53.0,1989-05-20,['Pop Soul'],['female vocals'],['Aretha Franklin']
1491,What You See Is What You Sweat,LP,Arista,60.0,50.0,1991-08-10,"['Pop Soul', 'Adult Contemporary', 'New Jack Swing', 'Contemporary R&B', 'Dance-Pop']",['female vocals'],['Aretha Franklin']
1492,A Rose Is Still a Rose,LP,Arista,75.0,62.0,1998-04-10,"['Contemporary R&B', 'Neo-Soul', 'Adult Contemporary']",['female vocals'],['Aretha Franklin']
1493,So Damn Happy,LP,Arista,50.0,51.0,2003-09-15,"['Soul', 'Pop Soul', 'Rhythm & Blues', 'Contemporary R&B']",['female vocals'],['Aretha Franklin']
1494,This Christmas,LP,Atco,60.0,45.0,2008-10-14,"['Christmas Music', 'Soul']",['female vocals'],['Aretha Franklin']
1496,Merry Christmas and Happy New Year,EP,MCA,,69.0,1999-11-16,"['Christmas Music', 'Blues Rock', 'Psychedelic Rock']",['instrumental'],['Jimi Hendrix']
1498,Electric Ladyland,LP,Polydor,100.0,89.0,1968-10-25,"['Blues Rock', 'Psychedelic Rock', 'Acid Rock', 'Hard Rock']","['psychedelic,  drugs,  surreal,  energetic,  sexual,  sensual,  male vocals,  passionate,  raw,  summer,  progressive,  love,  spiritual,  warm,  technical,  hedonistic,  melodic,  mellow,  improvisation,  heavy,  boastful,  dense,  eclectic']",['Jimi Hendrix']
1499,The Cry of Love,LP,Track,80.0,74.0,1971-03-05,"['Psychedelic Rock', 'Blues Rock', 'Hard Rock', 'Acid Rock', 'Funk Rock']","['male vocals,  energetic,  passionate,  ballad,  urban,  melodic,  playful,  summer,  rhythmic,  conscious,  warm,  psychedelic']",['Jimi Hendrix']
1500,Rainbow Bridge,LP,Reprise,,74.0,2014-09-16,"['Blues Rock', 'Psychedelic Rock', 'Film Soundtrack', 'Hard Rock', 'Psychedelic Soul']","['male vocals,  psychedelic,  raw,  warm,  technical,  epic,  eclectic,  rhythmic,  hypnotic,  mellow']",['Jimi Hendrix']
1501,Hendrix in the West,LP,Polydor,80.0,78.0,2011-09-13,"['Blues Rock', 'Hard Rock', 'Psychedelic Rock', 'Acid Rock']",[],['Jimi Hendrix']
1502,South Saturn Delta,LP,MCA,77.0,73.0,1997-10-07,"['Psychedelic Rock', 'Blues Rock', 'Acid Rock', 'Funk Rock']","['energetic,  improvisation']",['Jimi Hendrix']
1504,Valleys of Neptune,LP,Legacy,73.0,73.0,2010-03-09,"['Blues Rock', 'Psychedelic Rock', 'Hard Rock', 'Acid Rock']",['psychedelic'],['Jimi Hendrix']
1506,Both Sides of the Sky,LP,Legacy,70.0,68.0,2018-03-09,"['Blues Rock', 'Psychedelic Rock', 'Hard Rock']","['energetic,  raw,  male vocals,  psychedelic']",['Jimi Hendrix']
1507,Bob Dylan,LP,Columbia,93.0,64.0,1962-03-19,"['Contemporary Folk', 'Talking Blues', 'Blues', 'Country Blues']","['acoustic,  male vocals,  melodic,  conscious,  death,  pastoral']",['Bob Dylan']
1508,The Freewheelin' Bob Dylan,LP,Columbia,,79.0,1963-05-27,"['Contemporary Folk', 'Singer/Songwriter', 'Acoustic Blues', 'Talking Blues']","['acoustic,  poetic,  male vocals,  political,  protest,  conscious,  mellow,  introspective,  autumn,  philosophical,  humorous,  passionate,  warm,  bittersweet']",['Bob Dylan']
1509,Another Side of Bob Dylan,LP,Columbia,,74.0,1964-08-08,"['Contemporary Folk', 'Singer/Songwriter', 'Country Blues']","['acoustic,  poetic,  male vocals,  playful,  love,  autumn,  sarcastic,  humorous,  mellow,  political,  minimalistic,  introspective,  conscious,  rebellious,  abstract']",['Bob Dylan']
1510,Bringing It All Back Home,LP,Columbia,,82.0,1965-03-22,"['Folk Rock', 'Singer/Songwriter', 'Contemporary Folk', 'Electric Blues']","['poetic,  sarcastic,  male vocals,  satirical,  surreal,  conscious,  cryptic,  political,  protest,  humorous,  love,  psychedelic']",['Bob Dylan']
1511,Highway 61 Revisited,LP,Columbia,,84.0,1965-08-30,"['Folk Rock', 'Singer/Songwriter', 'Blues Rock', 'Contemporary Folk']","['poetic,  cryptic,  surreal,  sarcastic,  male vocals,  passionate,  conscious,  rebellious,  philosophical,  introspective,  melancholic,  rhythmic,  raw,  longing']",['Bob Dylan']
1512,Blonde on Blonde,LP,Columbia,,83.0,1966-06-20,"['Folk Rock', 'Singer/Songwriter', 'Blues Rock']","['poetic,  surreal,  sarcastic,  cryptic,  bittersweet,  romantic,  male vocals,  introspective,  playful,  conscious,  longing,  passionate,  love,  melodic,  eclectic,  abstract,  autumn,  sentimental,  breakup']",['Bob Dylan']
1513,John Wesley Harding,LP,Columbia,,76.0,1967-12-27,"['Folk Rock', 'Singer/Songwriter', 'Contemporary Folk', 'Country Rock']","['poetic,  pastoral,  acoustic,  male vocals,  cryptic,  history,  conscious,  melodic,  religious,  sparse,  autumn,  mysterious']",['Bob Dylan']
1514,Nashville Skyline,LP,Columbia,,72.0,1969-04-09,"['Country Rock', 'Singer/Songwriter', 'Folk Rock']","['romantic,  pastoral,  bittersweet,  melodic,  love,  mellow,  male vocals,  warm,  playful,  longing,  soothing']",['Bob Dylan']
1515,Melancholy Mood,EP,Columbia,,63.0,2016-04-16,"['Standards', 'Traditional Pop', 'Vocal Jazz']",[],['Bob Dylan']
1516,Self Portrait,LP,Columbia,,55.0,1970-06-08,"['Folk Rock', 'Singer/Songwriter', 'Country Rock', 'Roots Rock']","['male vocals,  pastoral,  mellow,  sarcastic']",['Bob Dylan']
1517,New Morning,LP,Columbia,,67.0,1970-10-21,"['Folk Rock', 'Singer/Songwriter', 'Country Rock']","['love,  warm,  mellow,  male vocals,  pastoral,  peaceful,  calm,  uplifting,  religious']",['Bob Dylan']
1518,Planet Waves,LP,Asylum,63.0,68.0,1974-01-17,"['Folk Rock', 'Singer/Songwriter', 'Country Rock', 'Pop Rock']","['male vocals,  romantic,  love,  sentimental,  introspective,  longing,  poetic']",['Bob Dylan']
1519,Blood on the Tracks,LP,Columbia,100.0,83.0,1975-01-20,"['Singer/Songwriter', 'Folk Rock', 'Contemporary Folk']","['breakup,  lonely,  poetic,  introspective,  melancholic,  love,  male vocals,  passionate,  bittersweet,  longing,  ballad,  sentimental,  mellow,  melodic,  warm,  autumn,  acoustic']",['Bob Dylan']
